NBN Atlas record ID,Occurrence ID,Licence,Rightsholder,Scientific name,Taxon author,Name qualifier,Common name,Species ID (TVK),Taxon Rank,Occurrence status,Start date,Start date day,Start date month,Start date year,End date,End date day,End date month,End date year,Locality,OSGR,Latitude (WGS84),Longitude (WGS84),Coordinate uncertainty (m),Verbatim depth,Recorder,Determiner,Individual count,Abundance,Abundance scale,Organism scope,Organism remarks,Sex,Life stage,Occurrence remarks,Identification verification status,Basis of record,Survey key,Dataset name,Dataset ID,Data provider,Data provider ID,Institution code,Kingdom,Phylum,Class,Order,Family,Genus,OSGR 100km,OSGR 10km,OSGR 2km,OSGR 1km,Country,State/Province,Vitality
efd68430-81cc-4cd7-8cff-66f04c1fc6a4,38443082,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,12/09/2024,12,09,2024,,,,,"Kershope Forest, near White Lyne Common",NY55958009,55.113284,-2.692012,7.1,,"Martin, John",,1,,,,,not recorded,not recorded,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,NY,NY58,NY58K,NY5580,United Kingdom,England,
eaadd45b-3231-412c-b66c-2f66c81ab34c,38582670,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,22/09/2024,22,09,2024,,,,,A591 far house,NY234299,54.65872,-3.18763,26,,Aimee Campbell,,1,,,,,,,8.40 am A591 opposite far house entrance .large hare dead on road .well scavenged  wasn't there last night,Accepted - correct,HumanObservation,iRecord | App,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,NY,NY22,NY22J,NY2329,United Kingdom,England,
dc68769e-0091-4169-9681-82011a89570a,38442528,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,12/09/2024,12,09,2024,,,,,"Kershope Forest, Shields Knowe",NY51718452,55.152692,-2.759229,7.1,,"Martin, John",,1,,,,,not recorded,not recorded,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,NY,NY58,NY58C,NY5184,United Kingdom,England,
bf79d53e-97a9-4d72-a026-3f0af512a4a4,38431066,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,12/09/2024,12,09,2024,,,,,"Jamage Industrial Estate, Talke Pits, Stoke-on-Trent ST7 1XW, UK",SJ81825285,53.07265152,-2.27269236,3,,trickywoo,,,,,,,,,,Accepted - correct,HumanObservation,iNaturalist | UK and IOM data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SJ,SJ85,SJ85B,SJ8152,United Kingdom,England,
aecc1767-2c30-45b8-a85d-89d99c4c9234,38588402,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,11/09/2024,11,09,2024,,,,,"Swanage, Dorset",SZ02337839,50.605269,-1.968364,7.1,,"Millar, Keith","Millar, Keith",2,,,,,not recorded,adult,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SZ,SZ07,SZ07J,SZ0278,United Kingdom,England,
8c388cc3-e38c-4931-bbf1-43e5ffcb0b3c,38416901,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,09/09/2024,09,09,2024,,,,,Garswood,SJ54289852,53.481449,-2.690331,7.1,,"Horne, Karl",,1,,,,,not recorded,adult,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SJ,SJ59,SJ59P,SJ5498,United Kingdom,England,
717add24-8b71-4db5-9c9e-ca63312b4736,38416880,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,11/09/2024,11,09,2024,,,,,,TL84,52.072458,0.697918,7071.1,,"Browne, Frances",,1,,,,,not recorded,immature,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,TL,TL84,,,United Kingdom,England,
5adf678f-61a5-4246-859e-2bbae590adbc,38473351,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,15/09/2024,15,09,2024,,,,,"Rufford, Ormskirk, UK",SD445152,53.63126065499999,-2.839765461,61,,J Newman,,,,,,,,,,Accepted - correct,HumanObservation,iNaturalist | UK and IOM data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SD,SD41,SD41M,SD4415,United Kingdom,England,
50ddc29d-b439-4762-8b09-32d4433a77ba,38302740,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,04/09/2024,04,09,2024,,,,,Milligansbushfield,NY31757180,55.03606,-3.06934,5,,Malcolm Haddow,,1,,,,,,adult,,Accepted - correct,HumanObservation,iRecord | App,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,NY,NY37,NY37A,NY3171,United Kingdom,Scotland,
ff73af89-8ec8-451a-8c81-dc7c372e6dea,34694633,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,29/01/2024,29,01,2024,,,,,RSPB Otmoor,SP565131,51.814129,-1.181077,70.7,,"Cooper, Andrew and Jenny","Cooper, Andrew and Jenny",1,,,,,not recorded,adult,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SP,SP51,SP51R,SP5613,United Kingdom,England,
f4931f7f-49c4-430c-a143-4d4d14b41d8b,34582315,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,12/01/2024,12,01,2024,,,,,"Lancashire, Bretherton, Green Lanes Farm",SD492215,53.68785,-2.76986,50,,Charles Farrell,,1,,,,,,adult,1 seen in field near abandonded farm house.,Accepted - correct,HumanObservation,iRecord | App,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SD,SD42,SD42V,SD4921,United Kingdom,England,
f4427cff-bcef-4a58-966f-5c09b83ea646,34718586,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,27/01/2024,27,01,2024,,,,,Goldsitch Moss,SK003646,53.178953,-1.996219,70.7,,"Richard, Anne-Marie",,1,,,,,not recorded,adult,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SK,SK06,SK06C,SK0064,United Kingdom,England,
e40c316f-cfaa-4b98-8379-36cf485f0b5d,34521547,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,07/01/2024,07,01,2024,,,,,Hassall,SJ761571,53.110998,-2.357743,70.7,,"Richard, Anne-Marie",,1,,,,,not recorded,adult,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SJ,SJ75,SJ75T,SJ7657,United Kingdom,England,
d32a9f24-6cdb-4761-8529-f35ee75939e2,34668606,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,26/01/2024,26,01,2024,,,,,Hazeleigh Wood,TL835040,51.70552,0.65435,50,,Simon Wood,,2–5,,,,,,adult,Three found in wood using thermal imaging camera,Accepted - correct,HumanObservation,iRecord | App,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,TL,TL80,TL80H,TL8304,United Kingdom,England,
d2df4319-7c14-4da9-9ae4-6074e282f4c5,34668603,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,27/01/2024,27,01,2024,,,,,"Canewdon, Essex",TQ951936,51.60817000000001,0.81673,50,,Simon Wood,,6–20,,,,,,adult,At least a dozen in one field,Accepted - correct,HumanObservation,iRecord | App,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,TQ,TQ99,TQ99L,TQ9593,United Kingdom,England,
d284363f-836b-42d9-8f8a-e85edc9f24a6,34555221,CC-BY,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,15/01/2024,15,01,2024,,,,,"Southport, UK",SD3520,53.67406464679999,-2.977303974,81,,Jacqueline Worthington,,,,,,,,Adult,,Accepted - correct,HumanObservation,iNaturalist | UK and IOM data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SD,SD32,SD32K,SD3520,United Kingdom,England,
ce4af9ab-a54b-4c20-a98e-ecab716d9bb7,34428048,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,01/01/2024,01,01,2024,,,,,Whitemoor Haye,SK17121253,52.710211,-1.747962,7.1,,"Woodcock, Jonathan",,1,,,,,not recorded,adult,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SK,SK11,SK11R,SK1712,United Kingdom,England,
c956a1c2-e903-4dd4-a309-9ba8c5344d3e,34543247,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,14/01/2024,14,01,2024,,,,,Elmley Nature Reserve,TQ931678,51.377269999999996,0.7738199999999998,10,,Clare Marshall,,2–5,,,,,,,,Accepted - correct,HumanObservation,iRecord | App,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,TQ,TQ96,TQ96I,TQ9367,United Kingdom,England,
c8bc0313-003b-427d-abea-262580c997e2,34616749,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,20/01/2024,20,01,2024,,,,,"Cheshire West and Chester, UK",SJ316734,53.25404128,-3.025257138,31,,Sheelagh Halsey,,,,,,,,,,Accepted - correct,HumanObservation,iNaturalist | UK and IOM data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SJ,SJ37,SJ37B,SJ3173,United Kingdom,England,
c4806fb0-012a-4c01-8102-c2619236ee4f,36497231,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,28/01/2024,28,01,2024,,,,,Lamaload Reservoir,SJ974751,53.27347000000001,-2.03945,50,,"Emmerson, Andrew",,1,,,,,,,,Accepted - correct,HumanObservation,iRecord | App,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SJ,SJ97,SJ97S,SJ9775,United Kingdom,England,
c11fda57-731d-4fab-8eb6-fad1513a87f4,36497161,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,21/01/2024,21,01,2024,,,,,Gawsworth Common,SJ93216754,53.204919999999994,-2.10307,5,,"Emmerson, Andrew",,1,,,,,,,,Accepted - correct,HumanObservation,iRecord | App,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SJ,SJ96,SJ96I,SJ9367,United Kingdom,England,
ae1fa8da-48b1-4575-85ec-76bc220fbe0c,34465122,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,01/01/2024,01,01,2024,,,,,Brown Moss,SJ694450,53.00189,-2.456677,70.7,,"Richard, Anne-Marie",,1,,,,,not recorded,not recorded,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SJ,SJ64,SJ64X,SJ6945,United Kingdom,England,
ac59d6d3-3b37-4e11-9869-8386739c7468,34641052,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,24/01/2024,24,01,2024,,,,,"Britwell Salome, Oxfordshire",SU67449328,51.6343,-1.02687,5,,Mary Roadnight,,2–5,,,,,,adult,Interacting,Accepted - correct,HumanObservation,iRecord | App,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SU,SU69,SU69R,SU6793,United Kingdom,England,
a8e96993-1737-4852-95b2-a9242b4a89eb,34628660,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,22/01/2024,22,01,2024,,,,,"Appleton, Abingdon OX13, UK",SP40K,51.7099095,-1.3610316,893,,happierinwater,,,,,,,,,,Accepted - correct,HumanObservation,iNaturalist | UK and IOM data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SP,SP40,SP40K,,United Kingdom,England,
a649542e-3fc5-46f2-b817-0c6ea1957864,34702951,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,31/01/2024,31,01,2024,,,,,Henny Common,TL88463718,52.001129999999996,0.74409,5,,David Austin,,1,,,,,,,,Accepted - correct,HumanObservation,iRecord | App,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,TL,TL83,TL83Y,TL8837,United Kingdom,England,
a2627806-75e7-4dcf-b6c8-527917e71139,34717546,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,27/01/2024,27,01,2024,,,,,Near Lunt Meadows,SD355025,53.51568,-2.97326,10,,Rod Hill,,1,,,,,,adult,"Opposite side of brook to Lunt Meadows, maybe called Altcar Moss. Definitely a Hare. We saw it clearly as it moved across the bare field.",Accepted - correct,HumanObservation,iRecord | App,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SD,SD30,SD30L,SD3502,United Kingdom,England,
9f4bfc11-53c0-46c1-97e3-1350d4980efb,34580329,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,17/01/2024,17,01,2024,,,,,"RSPB, Leeds, England, GB",SE32Z,53.755951131900005,-1.402376791,708,,Mark,,,,,,,,,,Accepted - correct,HumanObservation,iNaturalist | UK and IOM data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SE,SE32,SE32Z,,United Kingdom,England,
9b901c1f-28f3-47d1-80a4-4f78fc6e1089,34521572,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,07/01/2024,07,01,2024,,,,,Hassall,SJ759558,53.099303,-2.360632,70.7,,"Richard, Anne-Marie",,1,,,,,not recorded,adult,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SJ,SJ75,SJ75M,SJ7555,United Kingdom,England,
8ac97b2c-4ee4-42ff-8e6f-d82663c0eaa6,34591619,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,19/01/2024,19,01,2024,,,,,Knots Wood,SD5162,54.056158,-2.742372,707.1,,"Martin, John",,3,,,,,not recorded,adult,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SD,SD56,SD56B,SD5162,United Kingdom,England,
7ef0f573-01df-4ccc-ae8b-16ff31493938,34702638,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,31/01/2024,31,01,2024,,,,,Crakemarsh,SK09143578,52.919370000000015,-1.86546,5,,Nick Mott,,1,,,,,,adult,Running,Accepted - correct,HumanObservation,iRecord | App,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SK,SK03,SK03X,SK0935,United Kingdom,England,
712ebcb9-a94c-430a-8191-6a3581ef7feb,34528425,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,13/01/2024,13,01,2024,,,,,,SK2593,53.437666,-1.617613,707.1,,"Butterfield, Roger",,1,,,,,not recorded,dead - roadkill,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SK,SK29,SK29L,SK2593,United Kingdom,England,
70064467-d4b0-4637-9b90-aa016a83665e,34701136,CC-BY,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,30/01/2024,30,01,2024,,,,,"Banks, Southport PR9 8DU, UK",SD358209,53.68135162,-2.973240428,50,,Steve Lawson,,,,,,,,,,Accepted - correct,HumanObservation,iNaturalist | UK and IOM data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SD,SD32,SD32K,SD3520,United Kingdom,England,
6bed218a-fbfb-4397-90f0-d8f872f7ae2b,34641029,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,24/01/2024,24,01,2024,,,,,"Britwell Salome, Oxfordshire",SU67449328,51.63436,-1.02691,5,,Mary Roadnight,,1,,,,,,adult,,Accepted - correct,HumanObservation,iRecord | App,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SU,SU69,SU69R,SU6793,United Kingdom,England,
638d3135-1fbc-48cd-881b-ff665be7f9c0,34977685,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,26/01/2024,26,01,2024,,,,,East Fleet,SY6280,50.62299,-2.531482,707.1,,"Mansfield, Stephen",,2,,,,,,,,Accepted - correct,HumanObservation,iRecord | Dorset Mammals,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SY,SY68,SY68F,SY6280,United Kingdom,England,
607cf51c-e095-4267-9122-095b82189d42,34714087,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,29/01/2024,29,01,2024,,,,,Watlington,SU68599374,51.63831,-1.01021,5,,Richard Sibly,,,,,,,,,,Accepted - correct,HumanObservation,iRecord | App,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SU,SU69,SU69W,SU6893,United Kingdom,England,
5cb35d39-fe69-4c91-8456-b5389e41e499,34720002,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,13/01/2024,13,01,2024,,,,,Bridge End,SK080622,53.15732,-1.881069,70.7,,"Richard, Anne-Marie",,2,,,,,not recorded,adult,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SK,SK06,SK06W,SK0862,United Kingdom,England,
5b625e17-0271-4c6c-8332-d41bb43a3218,34667522,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,27/01/2024,27,01,2024,,,,,"Cheshire West and Chester, UK",SJ319733,53.25283668549999,-3.021955061,31,,Sheelagh Halsey,,,,,,,,,,Accepted - correct,HumanObservation,iNaturalist | UK and IOM data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SJ,SJ37,SJ37B,SJ3173,United Kingdom,England,
4d76db59-214d-4774-b4e2-c1f75136d27a,34631466,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,23/01/2024,23,01,2024,,,,,Upper Coldwell Reservoir,SD90383620,53.82201,-2.1476,5,,"Driver, Jack",Jack Driver,2–5,,,,,,,,Accepted - correct,HumanObservation,iRecord | App,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SD,SD93,SD93D,SD9036,United Kingdom,England,
4ab1d343-d454-4c47-8cac-cdf65a9abe18,34463421,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,01/01/2024,01,01,2024,,,,,Buerton,SJ694442,52.994699,-2.456601,70.7,,"Richard, Anne-Marie",,1,,,,,not recorded,adult,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SJ,SJ64,SJ64X,SJ6944,United Kingdom,England,
20500fd3-2074-47c9-a769-f90e29fe9a6f,34591291,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,13/01/2024,13,01,2024,,,,,Newtown,SK067634,53.168125,-1.900485,70.7,,"Richard, Anne-Marie",,1,,,,,not recorded,adult,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SK,SK06,SK06R,SK0663,United Kingdom,England,
1b106550-1cdb-4faa-957e-dd401f51b48d,34702890,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,31/01/2024,31,01,2024,,,,,Henny Common,TL88523740,52.00307,0.7450799999999999,5,,David Austin,,1,,,,,,,,Accepted - correct,HumanObservation,iRecord | App,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,TL,TL83,TL83Y,TL8837,United Kingdom,England,
059f9c88-0d15-49dd-a061-87b31f5372e6,34452418,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,04/01/2024,04,01,2024,,,,,"Rag Copse, Andover",SU3750,51.252441,-1.464057,707.1,,"Lawrence, Lou","Lawrence, Lou",5,,,,,not recorded,adult,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SU,SU35,SU35Q,SU3750,United Kingdom,England,
ff0d8046-7a98-4dcc-b2e4-05e74026bc21,37775628,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,09/08/2024,09,08,2024,,,,,South of colinsburgh A917,NO472020,56.20797000000001,-2.85217,50,,Stuart  Bence,,1,,,,,,,,Accepted - correct,HumanObservation,iRecord | App,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,NO,NO40,NO40R,NO4702,United Kingdom,Scotland,
fcc4e22b-8394-4730-8119-997c19937d43,38162403,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,28/08/2024,28,08,2024,,,,,"Sunny Bank West, Gowerdale, Hawnby",SE516892,54.296264,-1.207918,70.7,,"Newton, Sam","Newton, Sam",6,,,,,not recorded,adult,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,SE,SE58,SE58E,SE5189,United Kingdom,England,
e838144d-71e6-4f84-bae3-dfd21059c49b,37732206,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,06/08/2024,06,08,2024,,,,,North of Forfar,NO45245399,56.674494,-2.895161,7.1,,"Taylor, Angela",,2,,,,,not recorded,not recorded,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,NO,NO45,NO45L,NO4553,United Kingdom,Scotland,
e0122750-3c54-4d6c-a981-6874671d4471,37736354,CC-BY-NC,The Mammal Society and Biological Records Centre,Lepus europaeus,"Pallas, 1778",,Brown Hare,NHMSYS0000080218,species,present,07/08/2024,07,08,2024,,,,,Dykehead,NO38386052,56.732293,-3.008659,7.1,,"Ventress, Gareth",,1,,,,,not recorded,adult,,Accepted - correct,HumanObservation,iRecord | General data,"National Mammal Atlas Project, online recording",dr671,Mammal Society,dp8,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,NO,NO36,NO36V,NO3860,United Kingdom,Scotland,
